name,longitude,latitude
le manoir,-0.6,49.2833
tordouet,0.333333,49.05
saint pierre du fresne,-0.75,49.0333
emieville,-0.216667,49.15
damblainville,-0.116667,48.9167
croisilles,-0.45,49
la riviere saint sauveur,0.266667,49.4167
janville,-0.15,49.1667
hotot en auge,-0.05,49.1667
mouen,-0.483333,49.15
la cambe,-1,49.35
landelles et coupigny,-1,48.8833
villy lez falaise,-0.136667,48.8973
sainte marguerite de viette,0.083333,49.0167
fontaine le pin,-0.283333,48.9667
demouville,-0.266667,49.1833
lassy,-0.666667,48.9167
thury harcourt,-0.483333,48.9833
cresseveuille,0.033333,49.2333
grandcamp maisy,0.95889,49.3876
viessoix,-0.8,48.8333
bernieres d ailly,-0.083333,48.9667
poussy la campagne,-0.216667,49.0833
barneville la bertran,0.187778,49.3887
lecaude,0.083333,49.1
courtonne la meurdrac,0.316667,49.1167
russy,-0.816667,49.3333
hottot les bagues,-0.65,49.15
saint pierre du jonquet,-0.116667,49.1667
saint ouen le houx,0.183333,48.9833
manneville la pipard,0.216667,49.2667
reviers,-0.466667,49.3
eterville,-0.433333,49.15
bernieres le patry,-0.733333,48.8167
vassy,-0.666667,48.85
vimont,-0.2,49.1167
trouville sur mer,0.083333,49.3667
cussy,-0.766667,49.2833
meslay,-0.4,48.9667
formigny,-0.9,49.3333
urville,-0.3,49.0333
lion sur mer,-0.316667,49.3
longues sur mer,-0.7,49.3333
moyaux,0.35,49.2
la caine,-0.516667,49.0333
saint gabriel brecy,-0.565278,49.2778
bures les monts,-0.966667,48.95
le tronquay,-0.816667,49.2333
chaudes aigues,3,44.85
naucelles,2.43333,44.95
cezens,2.86667,44.9833
lieutades,2.9,44.8333
champagnac,2.4,45.35
lacapelle viescamp,2.26667,44.9167
vieillevie,2.43333,44.6333
celles,2.96667,45.1167
paulhenc,2.83333,44.8667
fontanges,2.51667,45.1167
collandres,2.66667,45.25
la monselie,2.55,45.3333
saint bonnet de condat,2.8,45.3
saint paul de salers,2.51667,45.1333
talizat,3.05,45.1167
anglards de salers,2.45,45.2167
champs sur tarentaine marchal,2.56084,45.3959
sainte anastasie,2.98333,45.1667
freix anglards,2.38611,45.0214
valjouze,3.06667,45.1667
pierrefort,2.83333,44.9167
apchon,2.7,45.2667
aurillac,2.45,44.9167
saint bonnet de salers,2.46667,45.1667
saint projet de salers,2.53333,45.0833
madic,2.46667,45.3833
montchamp,3.2,45.0667
charmensac,3.08333,45.2167
saint martin sous vigouroux,2.81667,44.9167
saint poncy,3.18333,45.1667
vitrac,2.31472,44.8153
la chapelle d alagnon,2.9,45.1
condat,2.75667,45.3409
le trioulou,2.18333,44.6667
pradiers,2.93333,45.2667
saint cirgues de malbert,2.38333,45.0667
saint paul des landes,2.31667,44.9333
le rouget,2.23333,44.85
siran,2.13333,44.95
saint martin valmeroux,2.41667,45.1167
peyrusse,3.03333,45.2
jaleyrac,2.38333,45.2667
antignac,2.55,45.3667
saint victor,2.28778,45.01
saint chamant,2.45,45.0833
cussac,2.93333,44.9833
joursac,3.00556,45.142
deux verges,3.03333,44.8
escorailles,2.33333,45.1667
rouffiac,2.15,45.0167
besse,2.35,45.1
sainte eulalie,2.38333,45.1167
la chapelle laurent,3.24361,45.1778
clavieres,2.43333,45.25
cheylade,2.73333,45.2333
saint martial,3.06667,44.8667
saint etienne cantales,2.23333,44.95
mandailles saint julien,2.65639,45.0687
saint vincent de salers,2.53167,45.2031
narnhac,2.8,44.9167
saint etienne de carlat,2.58333,44.9
veyrieres,2.38333,45.3333
fournoules,2.28333,44.6667
saint illide,2.31667,45.0667
arnac,2.23333,45.05
tournemire,2.41667,45.05
glenat,2.18333,44.9
landeyrat,2.88333,45.3
chastel sur murat,2.86667,45.1167
saint cernin,2.43333,45.05
faverolles,3.16667,44.9333
veze,3,45.2667
vezac,2.51945,44.8931
dienne,2.78333,45.1667
leucamp,2.53333,44.7667
vernols,2.9,45.2333
saint flour,3.09278,45.0337
salins,2.4,45.2
cros de montvert,2.15,45.0667
chaussenac,2.28333,45.1833
sourniac,2.35,45.2833
roannes saint mary,2.4,44.85
allanche,2.93333,45.2333
lascelle,2.58333,45.0167
ayrens,2.33333,44.9833
tremouille,2.68333,45.3833
paulhac,2.90417,45.0064
neussargues moissac,2.98333,45.1333
ferrieres saint mary,3.06667,45.1833
ruynes en margeride,3.22334,45.002
vedrines saint loup,3.28333,45.0667
giou de mamou,2.51667,44.9333
lacapelle del fraisse,2.43667,44.7803
les ternes,3.01361,44.9984
lacapelle barres,2.73333,44.9333
arpajon sur cere,2.46667,44.9
rageade,3.28333,45.1
gourdieges,2.88333,44.9333
alleuze,3.1,44.95
lafeuillade en vezie,2.46667,44.7833
brezons,2.81667,44.9667
cros de ronesque,2.61667,44.8667
pailherols,2.68333,44.95
parlan,2.16667,44.8333
tanavelle,3,45.0167
murat,2.86667,45.1167
nieudan,2.25,44.9833
marchastel,2.73333,45.3
anglards de saint flour,3.16667,44.9833
saignes,2.48333,45.3333
cayrols,2.23333,44.8333
la trinitat,2.95,44.7333
jussac,2.43333,44.9833
moledes,3.05,45.2667
albepierre bredons,2.88333,45.1
reilhac,2.43333,44.9667
coren,3.1,45.0833
brageac,2.3,45.2167
maurines,3.1,44.8667
mauriac,2.33333,45.2167
molompize,3.13333,45.2333
andelat,3.06667,45.0667
sansac veinazes,2.46667,44.7333
roumegoux,2.2,44.85
quezac,2.18333,44.7333
le monteil,2.49945,45.2981
cassaniouze,2.38333,44.6833
laroquevieille,2.52917,45.0203
marcoles,2.35,44.7833
chanterelle,2.83333,45.3833
mourjou,2.33333,44.6833
valette,2.6,45.2833
lanobre,2.53333,45.4333
meallet,2.43333,45.25
seriers,3.05,44.9667
segur les villas,2.83333,45.25
polminhac,2.56667,44.95
le vigean,2.36667,45.2333
saint gerons,2.21667,44.95
marmanhac,2.48333,45
saint cirgues de jordanne,2.58333,45.0333
labrousse,2.55,44.85
saint julien de toursac,2.2,44.7667
lugarde,2.76667,45.3
saint pierre,2.38333,45.3833
jou sous monjou,2.66667,44.9333
saint mary le plain,3.16667,45.1833
saint etienne de chomeil,2.6,45.3667
barriac les bosquets,2.26667,45.15
chalinargues,2.93333,45.15
espinasse,2.94167,44.872
carlat,2.56667,44.8833
anterrieux,3.06667,44.8333
montgreleix,2.88333,45.3667
saint santin de maurs,2.21667,44.65
saint saury,2.16667,44.8667
beaulieu,2.51195,45.4567
saint hippolyte,2.70445,45.2242
rezentieres,3.11667,45.1333
saint clement,2.66667,44.9667
vic sur cere,2.61667,44.9833
sainte marie,2.88333,44.8667
marcenat,2.83333,45.3167
saint antoine,2.33333,44.75
bonnac,3.16667,45.2167
jabrun,2.96667,44.8
vieillespesse,3.15,45.1167
thiezac,2.66667,45.0167
ladinhac,2.51667,44.75
badailhac,2.63333,44.9167
saint urcize,3.01667,44.6833
boisset,2.25361,44.7825
sauvat,2.45,45.3167
coltines,2.98333,45.1
saint martin cantales,2.3,45.1
lapeyrugue,2.55,44.7167
roffiac,3.03333,45.05
lastic,3.21,45.1128
chaliers,3.23333,44.95
pleaux,2.23333,45.1333
saint simon,2.48333,44.9667
saint georges,3.12792,45.0196
prunet,2.46667,44.8167
girgols,2.41667,45.0333
montsalvy,2.5,44.7
senezergues,2.43333,44.7
chavagnac,2.88195,45.1537
raulhac,2.66667,44.9
malbo,2.75,44.9667
montmurat,2.2,44.6333
bassignac,2.41667,45.3167
la segalassiere,2.2,44.8833
soulages,2.83333,45.2833
ally,2.31528,45.1742
saint santin cantales,2.25,45.05
lorcieres,3.26667,44.8667
riom es montagnes,2.66667,45.2833
fridefont,3.08667,44.9012
chalvignac,2.25,45.25
laurie,3.1,45.2833
le vaulmier,2.56667,45.2
trizac,2.53333,45.2667
virargues,2.91667,45.1333
laveissiere,2.81667,45.1167
neuveglise,2.98333,44.9333
ussel,2.93333,45.0833
saint remy de chaudes aigues,3.05,44.7667
loubaresse,3.23333,44.9333
ydes,2.46667,45.3333
yolet,2.53333,44.9333
menet,2.58333,45.3167
le claux,2.71667,45.1667
saint saturnin,2.8,45.2833
saint constant,2.23333,44.6833
auzers,2.46667,45.2667
oradour,2.95,44.9167
laroquebrou,2.2,44.9667
saint amandin,2.7,45.3667
pers,2.23333,44.8833
celoux,3.26667,45.15
laveissenet,2.9,45.0833
rouziers,2.21667,44.7833
velzic,2.55,45
drugeac,2.38333,45.1667
chazelles,3.33639,45.1037
villedieu,3.06667,45
saint mamet la salvetat,2.3,44.85
moussages,2.48333,45.2333
saint marc,3.2,44.9
leynhac,2.3,44.7333
mentieres,3.13333,45.0667
le falgoux,2.61667,45.15
lavastrie,3.05,44.9333
tiviers,3.16667,45.0667
calvinet,2.36667,44.7167
montvert,2.15,44.9833
labesserette,2.48333,44.7333
leyvaux,3.08333,45.3167
montboudif,2.75,45.3833
saint just,3.20861,44.8903
salers,2.5,45.1333
massiac,3.21667,45.25
arches,2.33333,45.3
auriac l eglise,3.13333,45.2667
valuejols,2.93333,45.05
junhac,2.46667,44.7
crandelles,2.34945,44.9587
vabres,3.20695,45.035
saint etienne de maurs,2.2,44.7
ytrac,2.36667,44.9167
teissieres de cornet,2.36667,44.9667
saint jacques des blats,2.7,45.05
le fau,2.58333,45.1
lavigerie,2.76667,45.1333
vebret,2.51972,45.3395
maurs,2.2,44.7167
omps,2.28333,44.8667
sansac de marmiesse,2.35,44.8833
vezels roussy,2.58333,44.8
teissieres les boulies,2.54361,44.8225
saint front,0.266667,45.9
eymouthiers,0.55,45.65
saint ciers sur bonnieure,0.233333,45.85
bourg charente,-0.233333,45.6667
la chapelle,0.033333,45.85
perignac,0.083333,45.4667
amberac,0.066667,45.85
saint amant de nouere,0.00166667,45.75
linars,0.083333,45.65
exideuil,0.683333,45.8833
javrezac,-0.35,45.7
salles de villefagnan,0.166667,45.95
deviat,0.016667,45.4167
verteuil sur charente,0.233333,45.9833
barbezieres,-0.083333,45.9167
saint meme les carrieres,-0.15,45.65
vitrac saint vincent,0.5,45.8
mansle,0.183333,45.8667
soyaux,0.2,45.65
luxe,0.116667,45.8833
voeuil et giget,0.15,45.5833
saint laurent de cognac,-0.4,45.7
vignolles,-0.083333,45.5167
roumazieres loubert,0.575278,45.895
nabinaud,0.2,45.2833
marcillac lanville,0.016667,45.85
fontclaireau,0.2,45.8833
les essards,0.116667,45.24
puyreaux,0.216667,45.8667
saint amant,0.15,45.4
coulgens,0.283333,45.8167
touzac,-0.15,45.55
marsac,0.083333,45.7333
puymoyen,0.183333,45.6167
boutiers saint trojan,-0.3,45.7167
massignac,0.65,45.7833
chateauneuf sur charente,-0.05,45.6
brigueuil,0.85879,45.9531
torsac,0.216667,45.5667
montemboeuf,0.55,45.7667
ruffec,0.2,46.0167
criteuil la magdeleine,-0.216667,45.5333
oradour fanais,0.783333,46.1167
angeduc,-0.05,45.4833
rancogne,0.4,45.7
magnac lavalette villars,0.250556,45.5006
chateaubernard,-0.314444,45.6725
vars,0.116667,45.7667
trois palis,0.05,45.6333
mainzac,0.483333,45.55
ars,-0.383333,45.65
genouillac,0.566667,45.85
saint laurent des combes,0.033333,45.35
juignac,0.166667,45.3833
saint groux,0.166667,45.9
nercillac,-0.25,45.7167
tusson,0.066667,45.9333
boisbreteau,-0.15,45.3167
anville,-0.1,45.8333
saint amant de boixe,0.133333,45.8
bouex,0.316667,45.6167
saint cybardeaux,-0.016667,45.7667
combiers,0.416667,45.5
reparsac,-0.233333,45.7333
saint eutrope,0.116667,45.4167
saint maurice des lions,0.7,45.9667
brillac,0.783333,46.0667
coulonges,0.0905556,45.8334
raix,0.116667,46
ansac sur vienne,0.65,46
aigre,0.016667,45.9
blanzac porcheresse,0.0316667,45.4764
montigne,-0.083333,45.8167
medillac,0.033333,45.2333
yvrac et malleyrand,0.45,45.75
cellettes,0.15,45.8667
feuillade,0.466667,45.6
bonnes,0.149722,45.24
la couronne,0.1,45.6167
villejesus,0.033333,45.9
graves saint amant,-0.0941667,45.6439
montignac le coq,0.216667,45.3333
saint martial,0.0566667,45.3717
les pins,0.366667,45.8333
courlac,0.083333,45.3
saint bonnet,-0.1,45.4833
les metairies,-0.166667,45.7
louzac saint andre,-0.411667,45.7137
benest,0.45,46.0333
poursac,0.25,45.95
lesterps,0.783333,46.0167
la foret de tesse,0.083333,46.0833
cellefrouin,0.383333,45.9
charras,0.416667,45.5333
juillaguet,0.216667,45.4833
condeon,-0.133333,45.4
touverac,-0.2,45.3833
segonzac,-0.216667,45.6167
chalais,0.0391667,45.2731
saint felix,0.0105556,45.375
curac,0.033333,45.3
garat,0.266667,45.6333
chillac,-0.083333,45.3667
palluaud,0.25,45.35
les adjots,0.206389,46.077
cressac saint genis,0.0119444,45.4464
le bouchage,0.383333,46.05
bessac,-0.033333,45.4333
charme,0.116667,45.95
bardenac,-0.016667,45.3
saint sulpice de ruffec,0.316667,45.9417
saint vallier,-0.05,45.3
nieuil,0.5,45.8833
besse,0.066667,45.95
vouzan,0.35,45.6
champagne mouton,0.416667,45.9833
sireuil,0.016667,45.6167
saint claud,0.466667,45.9
claix,0.05,45.55
cherves chatelars,0.55,45.8
ventouse,0.333333,45.9
bonneuil,-0.133333,45.5833
voulgezac,0.116667,45.5167
saint michel,0.1,45.65
fontenille,0.166667,45.9167
saint germain de confolens,0.683333,46.05
vaux lavalette,0.233333,45.4167
saint amant de bonnieure,0.3,45.8667
sonneville,-0.133333,45.8
moulidars,-0.033333,45.6667
mosnac,-0.016667,45.6167
auge saint medard,-0.0858333,45.8473
chadurie,0.133333,45.5
montboyer,0.083333,45.3333
reignac,-0.166667,45.4167
merignac,-0.083333,45.7
taponnat fleurignac,0.383333,45.7833
saint fraigne,-0.0108333,45.95
mainfonds,0.016667,45.5167
douzat,0.00111111,45.7167
la rochefoucauld,0.383333,45.7333
manot,0.633333,45.95
ladiville,-0.066667,45.5167
nanteuil en vallee,0.316667,46
barro,0.216667,46
genac,0.033333,45.8
champagne vigny,0.0369444,45.5075
saint palais du ne,-0.266667,45.55
vibrac,-0.0630556,45.6431
la magdeleine,0.083333,46.05
rougnac,0.35,45.5333
jauldes,0.266667,45.7833
maine de boixe,0.176111,45.8503
le lindois,0.583333,45.75
chatignac,-0.00833333,45.35
etriac,-0.016667,45.5333
tuzie,0.15,45.9667
saint georges,0.266667,45.9667
laprade,0.183333,45.2833
saint laurent de belzagot,0.116667,45.3833
saint christophe,0.85,46.0031
villejoubert,0.183333,45.8
roussines,0.616667,45.7167
taize aizie,0.233333,46.05
cherves richemont,-0.353056,45.7434
agris,0.333333,45.7833
empure,0.05,46.0167
blanzaguet saint cybard,0.320278,45.47
juille,0.15,45.9167
villognon,0.1,45.8667
birac,-0.066667,45.5667
verdille,-0.1,45.8833
ambleville,-0.216667,45.55
saint angeau,0.283333,45.85
pranzac,0.35,45.6667
mainxe,-0.183333,45.6333
barret,-0.2,45.4833
le vieux cerier,0.433333,45.9667
guizengeard,-0.1,45.3
xambes,0.1,45.8333
moutonneau,0.233333,45.9
aubeville,-0.016667,45.5
magnac sur touvre,0.233333,45.6667
la tache,0.35,45.8833
oriolles,-0.116667,45.35
orival,0.066667,45.2833
chassenon,0.766667,45.85
saint genis d hiersac,0.033333,45.75
vieux ruffec,0.383333,46.0167
lussac,0.463333,45.8609
foussignac,-0.116667,45.7167
challignac,-0.083333,45.4167
sigogne,-0.15,45.7333
mouton,0.25,45.8833
dirac,0.25,45.6
brie,0.240833,45.7378
verneuil,0.7,45.7833
orgedeuil,0.5,45.7
saint yrieix sur charente,0.116667,45.6833
saint simon,-0.066667,45.65
chenon,0.25,45.95
jarnac,-0.166667,45.6833
sainte souline,-0.016667,45.3833
mesnac,-0.35,45.7833
la peruse,0.616667,45.8833
verrieres,-0.266944,45.5712
brie sous chalais,0.00611111,45.3167
saint leger,0.045,45.46
souvigne,0.066667,45.9667
bassac,-0.1,45.6667
charmant,0.183333,45.5
rouillac,-0.066667,45.7833
valence,0.3,45.8833
grassac,0.4,45.5833
juillac le coq,-0.266667,45.5833
sainte severe,-0.233333,45.75
brie sous barbezieux,-0.033333,45.4333
plaizac,-0.116667,45.75
chasseneuil sur bonnieure,0.45,45.8239
anais,0.208889,45.7742
fleac,0.1,45.6667
le grand madieu,0.433333,45.9333
montignac charente,0.116667,45.7833
chavenat,0.166667,45.45
parzac,0.416667,45.9333
gurat,0.266667,45.4333
tourriers,0.183333,45.8
guimps,-0.25,45.4667
saint sulpice de cognac,-0.383333,45.7667
chabrac,0.733333,45.9333
rivieres,0.35,45.75
saint laurent de ceris,0.483333,45.95
pressignac,0.733333,45.8333
malaville,-0.1,45.55
yviers,-0.005,45.2833
salles d angles,-0.333333,45.6167
courbillac,-0.166667,45.7667
marillac le franc,0.429722,45.7353
sauvignac,-0.083333,45.25
lamerac,-0.216667,45.4333
mouzon,0.616667,45.8
vouthon,0.466667,45.6667
merpins,-0.4,45.6833
abzac,0.7,46.1
saint adjutory,0.483333,45.7667
saint avit,0.05,45.2333
gond pontouvre,0.166111,45.6692
houlette,-0.2,45.7667
sauvagnac,0.65,45.75
champmillon,-0.000277778,45.6333
villiers le roux,0.1,46.05
esse,0.716667,46.0333
bernac,0.166667,46.0333
hiersac,0.00472222,45.6667
oradour,-0.033333,45.9
suaux,0.516667,45.85
fleurac,-0.083333,45.7167
julienne,-0.233333,45.7
montmoreau saint cybard,0.130833,45.3989
villefagnan,0.083333,46.0167
saint severin,0.25,45.3167
aubeterre sur dronne,0.166667,45.2667
vaux rouillac,-0.083333,45.75
saulgond,0.783333,45.95
saint romain,0.148056,45.2762
hiesse,0.583333,46.05
breville,-0.266667,45.8
saint sornin,0.433333,45.7
bioussac,0.283333,46.0333
bayers,0.233333,45.9167
couture,0.283333,45.9333
la rochette,0.316667,45.8167
longre,-0.016667,46
ambernac,0.533333,45.9833
pereuil,-0.016667,45.4833
mouthiers sur boeme,0.116667,45.55
saint coutant,0.459167,45.9953
saint fort sur le ne,-0.3,45.5833
lagarde sur le ne,-0.2,45.5167
courgeac,0.083333,45.4
ruelle sur touvre,0.233333,45.6833
angeac champagne,-0.3,45.6
ecuras,0.566667,45.6833
saint medard,-0.137222,45.5109
marthon,0.45,45.6167
edon,0.35,45.4833
alloue,0.516667,46.0333
angeac charente,-0.066667,45.6333
lignieres sonneville,-0.183333,45.5667
sers,0.316667,45.6
chenommet,0.25,45.9333
saint saturnin,0.05,45.6667
saint simeux,-0.033333,45.6333
echallat,-0.033333,45.7167
brossac,-0.05,45.3333
saint preuil,-0.166667,45.6
ronsenac,0.233333,45.4833
saint projet saint constant,0.35,45.7333
poullignac,-0.016667,45.4
gondeville,-0.15,45.6667
lonnes,0.166667,45.9333
saint martin du clocher,0.15,46.05
touvre,0.25,45.6667
barbezieux saint hilaire,-0.155556,45.4728
vilhonneur,0.416667,45.6833
souffrignac,0.5,45.5833
theil rabier,0.033333,46.05
les gours,-0.066667,45.9667
bignac,0.066667,45.8
licheres,0.216667,45.9
aussac vadalle,0.220556,45.8164
saint mary,0.366667,45.85
gimeux,-0.366667,45.6333
la faye,0.15,46.0167
courcome,0.133333,45.9833
saint quentin de chalais,0.066667,45.2667
lachaise,-0.241667,45.5333
bellon,0.116667,45.3
cognac,-0.333333,45.7
lupsault,-0.066667,45.9333
villebois lavalette,0.283333,45.4833
pillac,0.183333,45.3167
bors (canton de baignes sainte radegonde),-0.193889,45.3278
paizay naudouin embourie,-0.00333333,46.0303
chassiecq,0.383333,45.95
villegats,0.2,45.9833
chazelles,0.366667,45.65
etagnac,0.783333,45.9
plassac rouffiac,0.066667,45.5333
montjean,0.116667,46.0833
passirac,-0.066667,45.35
balzac,0.116667,45.7
gourville,-0.016667,45.8333
londigny,0.133333,46.0833
saint brice,-0.283333,45.6833
becheresse,0.083333,45.5
rouzede,0.55,45.7167
gente,-0.316667,45.6167
nanclars,0.216667,45.85
salles lavalette,0.233333,45.3833
salles de barbezieux,-0.133333,45.45
ebreon,0.033333,45.9333
mareuil,-0.133333,45.7667
montchaude,-0.2,45.45
roullet saint estephe,0.0472222,45.5837
chirac,0.65,45.9167
bouteville,-0.133333,45.6
epenede,0.533333,46.0667
triac lautrait,-0.116667,45.6667
asnieres sur nouere,0.05,45.7167
berneuil,-0.0727778,45.3931
la chevrerie,0.133333,46.0333
rouffiac,0.083333,45.2667
vindelle,0.116667,45.7167
montrollet,0.89509,45.9811
mons,-0.0147222,45.8684
bunzac,0.35,45.7
vouharte,0.066667,45.8167
lessac,0.666667,46.0667
angouleme,0.15,45.65
baignes sainte radegonde,-0.233333,45.3833
viville,-0.116667,45.5167
le tatre,-0.2,45.4
montbron,0.5,45.6667
gensac la pallue,-0.25,45.65
chassors,-0.216667,45.7
rioux martin,0.00222222,45.25
vervant,0.116667,45.8333
gardes le pontaroux,0.333333,45.5
confolens,0.666667,46.0167
aignes et puyperoux,0.15,45.45
beaulieu sur sonnette,0.383333,45.9333
ranville breuillaud,-0.116667,45.9
lesignac durand,0.633333,45.8167
saint gourson,0.316667,45.95
eraville,-0.083333,45.5833
champniers,0.2,45.7167
pleuville,0.5,46.1
l isle d espagnac,0.2,45.6667
bazac,0.05,45.2167
bonneville,-0.033333,45.8333
mazerolles,0.533889,45.7475
mornac,0.266667,45.6833
mazieres,0.566667,45.8333
brettes,0.033333,46
saint quentin sur charente,0.683333,45.8333
fouqueure,0.066667,45.8833
suris,0.633333,45.85
chabanais,0.716667,45.8667
chantillac,-0.25,45.3333
turgon,0.4,45.95
bors (canton de montmoreau saint cybard),0.167778,45.3445
ligne,0.116667,45.9167
dignac,0.283333,45.55
saint germain de montbron,0.416667,45.6333
nonaville,-0.083333,45.5333
sainte colombe,0.318889,45.8334
nersac,0.05,45.6333
aunac,0.25,45.9167
fouquebrune,0.2,45.5333
jurignac,-0.033333,45.5333
nonac,0.05,45.4167
condac,0.233333,46.0167
saint aulais la chapelle,-0.05,45.45
saint pierre d oleron,-1.31667,45.95
saint sever de saintonge,-0.508333,45.6939
romazieres,-0.166667,45.9833
nancras,-0.883333,45.75
trizay,-0.9,45.8833
saint ouen,-0.166667,45.8667
breuillet,-1.05,45.7
gourvillette,-0.216667,45.8833
saint germain de vibrac,-0.316667,45.4333
la jarrie audouin,-0.483333,46.0333
chermignac,-0.666667,45.6833
preguillac,-0.616667,45.6667
courcoury,-0.583333,45.7167
la ronde,-0.8075,46.3
saint bris des bois,-0.483333,45.7667
saint sauvant,-0.503889,45.7392
saint mande sur bredoire,-0.3,46.0167
clam,-0.45,45.5
soubise,-1,45.9333
clavette,-1.01667,46.1333
cercoux,-0.2,45.1333
surgeres,-0.75,46.1
tugeras saint maurice,-0.4075,45.3598
perigny,-1.08333,46.15
medis,-0.966667,45.65
guitinieres,-0.516667,45.4333
bouhet,-0.866667,46.1667
saint medard,-0.355,45.3984
cire d aunis,-0.933333,46.05
puyrolland,-0.6,46.0333
ardillieres,-0.883333,46.05
nere,-0.233333,45.9667
les eduts,-0.216667,45.9833
ars en re,-1.51667,46.2083
arthenac,-0.316667,45.5167
saint martial,-0.45,46.05
etaules,-1.1,45.7333
authon ebeon,-0.408333,45.8362
chatenet,-0.3,45.3
forges,-0.9,46.1
saintes,-0.633333,45.75
clion,-0.5,45.4833
varaize,-0.416667,45.9167
ballans,-0.216667,45.8167
saint xandre,-1.1,46.2
verines,-0.966667,46.2
sablonceaux,-0.883333,45.7167
les portes en re,0.501668,46.25
pons,-0.55,45.5833
saint aigulin,-0.016667,45.15
saint vivien,-1.05,46.0667
sainte radegonde,-0.874444,45.8467
luchat,-0.766667,45.7167
barzan,-0.85,45.5333
saint froult,-1.05,45.9167
rioux,-0.716667,45.6333
saint julien de l escap,-0.483333,45.9333
marans,-1,46.3
les essards,-0.766667,45.8
floirac,-0.75,45.4833
l houmeau,-1.16667,46.1833
cramchaban,-0.716667,46.2167
geay,-0.766667,45.8667
saint mard,-0.716667,46.0833
bignay,-0.6,45.9167
saint pierre de l isle,-0.433333,46.0167
fontaine chalendray,-0.183333,45.95
les gonds,-0.616667,45.7167
soubran,-0.516667,45.35
saint sulpice de royan,-1.01667,45.6667
allas bocage,-0.483333,45.3833
angoulins,0.890001,46.1042
varzay,-0.733333,45.7
vaux sur mer,-1.03333,45.65
bougneau,-0.516667,45.6
chenac saint seurin d uzet,-0.826111,45.5173
blanzac les matha,-0.35,45.8667
pere,-0.816667,46.0833
loire les marais,-0.916667,45.9833
saint romain sur gironde,-0.75,45.45
thenac,-0.65,45.6667
la barde,-0.033333,45.1333
massac,-0.216667,45.8667
sainte meme,-0.466667,45.8833
aujac,-0.4,45.85
anais,-0.908333,46.1833
courcerac,-0.366667,45.8333
chaillevette,-1.05,45.7333
saint sorlin de conac,-0.683333,45.3667
sonnac,-0.266667,45.8333
saint palais de negrignac,-0.216667,45.2667
saint ciers champagne,-0.3,45.45
saint denis d oleron,-1.38333,46.0333
coux,-0.416667,45.3167
louzignac,-0.233333,45.8333
nieul sur mer,-1.16667,46.2
le chay,-0.897222,45.6414
consac,-0.6,45.4167
le fouilloux,-0.116667,45.1833
dampierre sur boutonne,-0.4,46.0667
plassay,-0.733333,45.8167
ferrieres,-0.85,46.2333
chevanceaux,-0.233333,45.3
migre,-0.55,46.0667
bran,-0.266667,45.35
bourgneuf,-1.01667,46.1667
arvert,-1.13333,45.7333
lonzac,-0.4,45.6
saint cyr du doret,-0.816667,46.2667
saint martial de mirambeau,-0.6,45.3833
lussac,-0.483333,45.4667
saint leger,-0.583333,45.6167
bernay saint martin,-0.620278,46.0645
berneuil,-0.6,45.65
les mathes,-1.15,45.7167
vinax,-0.2,46.0333
vanzac,-0.3,45.3667
saint martin de re,-1.36667,46.2
le bois plage en re,-1.38333,46.1833
jussas,-0.35,45.2833
mazerolles,-0.583333,45.55
la jard,-0.583333,45.65
saint seurin de palenne,-0.516667,45.6333
chaniers,-0.55,45.7167
pont l abbe d arnoult,-0.883333,45.8333
moragne,-0.8,45.9667
saujon,-0.916667,45.6667
pessines,-0.716667,45.7333
fleac sur seugne,-0.533333,45.5333
chepniers,-0.3,45.25
ozillac,-0.4,45.4
andilly,-1.03333,46.25
chambon,-0.85,46.1333
taillebourg,-0.65,45.8333
breuil magne,-0.966667,45.9833
la clotte,-0.15,45.1167
saint severin sur boutonne,-0.416667,46.0833
perignac,-0.466667,45.6167
saint dizant du bois,-0.566667,45.4
saint christophe,-0.933333,46.1333
saint pardoult,-0.45,46
thors,-0.316667,45.8333
colombiers,-0.55,45.65
semillac,-0.6,45.4
la rochelle,-1.15,46.1667
saint germain de lusignan,-0.466667,45.45
saint laurent de la pree,-1.03333,45.9833
villars en pons,-0.616667,45.6
le mung,-0.7,45.8667
sainte gemme,-0.888611,45.7714
semussac,-0.916667,45.6
saint laurent de la barriere,-0.7,46.0333
benon,-0.816667,46.2
archiac,-0.3,45.5167
la jarrie,-1.01667,46.1333
saint cesaire,-0.506111,45.7531
saint ciers du taillon,-0.65,45.4167
la flotte,-1.33333,46.1833
saint georges d oleron,-1.33333,45.9833
le thou,-0.916667,46.0833
saint georges de longuepierre,-0.4,46.0333
l eguille,-0.983333,45.7
dompierre sur charente,-0.483333,45.7
neuillac,-0.4,45.5167
doeuil sur le mignon,-0.533333,46.1167
aytre,-1.1,46.1333
saint martial sur ne,-0.366667,45.5833
angliers,-0.949722,46.212
bords,-0.8,45.9
bussac foret,-0.366667,45.2167
landes,-0.6,45.9833
la chapelle des pots,-0.533333,45.7667
agudelle,-0.466667,45.3833
virson,-0.9,46.1333
saint germain de marencennes,-0.783333,46.0667
arces,-0.859722,45.5531
sainte colombe,-0.280556,45.2831
saint gregoire d ardennes,-0.5,45.5
tesson,-0.65,45.6333
chaunac,-0.366667,45.3667
contre,-0.283333,46.0167
breuil la reorte,-0.683333,46.05
villars les bois,-0.433333,45.8
