name,longitude,latitude
ambilly,6.22417,46.195
talloires,6.21667,45.85
paris,2.34445,48.86
eslettes,1.05,49.55
rosay,1.25,49.7
varengeville sur mer,0.983333,49.9167
biville la riviere,0.933333,49.7833
neufbosc,1.36333,49.6456
la gaillarde,0.866667,49.8333
ancourteville sur hericourt,0.663889,49.6962
saint riquier es plains,0.666667,49.8167
rouville,0.499167,49.6153
callengeville,1.51972,49.8106
richemont,1.65,49.8
bouelles,1.5,49.7167
veauville les quelles,0.705833,49.7392
freulleville,1.23333,49.8333
foucarmont,1.56667,49.85
campneuseville,1.66667,49.8667
torcy le petit,1.18333,49.8167
malleville les gres,0.6,49.8333
cailly,1.23333,49.5833
longueil,0.966667,49.8833
sainte beuve en riviere,1.53333,49.7667
fontaine le bourg,1.16667,49.5667
annouville vilmesnil,0.433333,49.6833
ernemont la villette,1.69695,49.4609
lanquetot,0.533333,49.5833
beuzeville la guerard,0.616667,49.7167
fontaine en bray,1.41667,49.6833
saint pierre les elbeuf,1.05,49.2667
ocqueville,0.683333,49.8
oherville,0.683333,49.7333
ourville en caux,0.6,49.7333
tourville les ifs,0.4,49.7167
gremonville,0.833333,49.6667
le tilleul,0.2,49.6833
saint pierre de varengeville,0.933333,49.5
pierrefiques,0.233333,49.6833
le caule sainte beuve,1.58333,49.7667
anglesqueville la bras long,0.782222,49.7803
villequier,0.666667,49.5167
glicourt,1.25,49.9333
notre dame du bec,0.216667,49.6
mirville,0.45,49.6167
maneglise,0.25,49.5667
sausseuzemare en caux,0.342778,49.6659
duclair,0.883333,49.4833
octeville sur mer,0.116667,49.55
haudricourt,1.7,49.7333
le treport,1.36667,50.0667
sainte marguerite sur mer,0.947222,49.9073
saint laurent de brevedent,0.25,49.5333
gommerville,0.366667,49.55
fontenay,0.182778,49.5606
saint martin de boscherville,0.966667,49.45
buchy,1.36667,49.5833
sainneville,0.283333,49.55
pleine seve,0.75,49.8167
morgny la pommeraye,1.25,49.5167
bracquemont,1.15,49.95
quevreville la poterie,1.2,49.35
touffreville sur eu,1.31667,50
saint ouen sous bailly,1.3,49.9
tourville la chapelle,1.26667,49.95
bures en bray,1.33333,49.7833
auzouville auberbosc,0.566667,49.6333
tancarville,0.466667,49.4833
saint martin du manoir,0.233333,49.5333
melamare,0.45,49.5333
saint germain d etables,1.18333,49.8333
saint aubin routot,0.333333,49.5167
bierville,1.26667,49.5333
bellencombre,1.23333,49.7
belmesnil,1.05,49.7667
normanville,0.6,49.7
gonnetot,0.9,49.7667
tremauville,0.516667,49.6667
aubeguimont,1.66667,49.8
norville,0.633333,49.4667
saint honore,1.15,49.7833
avremesnil,0.933333,49.85
landes vieilles et neuves,1.62945,49.7873
angerville l orcher,0.283333,49.5833
mesnieres en bray,1.38333,49.7667
saint leger aux bois,1.61667,49.8333
fallencourt,1.56667,49.8667
beautot,1.03528,49.6431
vieux manoir,1.3,49.5667
cleon,1.03333,49.3167
notre dame du parc,1.13333,49.75
petiville,0.583333,49.4667
berneval le grand,1.18333,49.9667
auffay,1.10028,49.7181
cliponville,0.666667,49.6833
le petit quevilly,1.03333,49.4333
canehan,1.35,49.9833
le heron,1.4,49.4833
haussez,1.66667,49.5833
sotteville sur mer,0.833333,49.8833
saint maclou de folleville,1.1,49.6833
gerville,0.333333,49.7
bourdainville,0.95,49.6667
fresnoy folny,1.43333,49.8833
ventes saint remy,1.3,49.7
preuseville,1.51667,49.8667
bardouville,0.933333,49.4333
angiens,0.783333,49.8333
etaimpuis,1.13333,49.65
rocquefort,0.7,49.6667
flamanville,0.833333,49.6333
fultot,0.8,49.75
esclavelles,1.38333,49.7
gournay en bray,1.73333,49.4833
ouville l abbaye,0.866667,49.7
la houssaye beranger,1.08556,49.6309
sauchay,1.2,49.9333
pretot vicquemare,0.85,49.7333
greny,1.31667,49.95
angerville bailleul,0.45,49.6667
saussay,0.933333,49.6333
criel sur mer,1.31667,50.0167
calleville les deux eglises,1.02306,49.7062
saint martin l hortier,1.4,49.75
rocquemont,1.28333,49.6
houquetot,0.391667,49.6083
bois heroult,1.4,49.5667
oissel,1.1,49.3333
louvetot,0.713056,49.5717
aubermesnil beaumais,1.11667,49.85
hautot sur mer,1.03333,49.9
auvilliers,1.58333,49.7667
virville,0.35,49.5833
bouville,0.9,49.5667
nullemont,1.63333,49.7667
sainte marguerite sur duclair,0.85,49.5167
goderville,0.366667,49.65
lintot,0.566667,49.5667
bradiancourt,1.38333,49.6667
eu,1.41667,50.05
grugny,1.11667,49.6167
menerval,1.66667,49.5667
saint aubin sur scie,1.06667,49.8667
assigny,1.3,49.9833
cleville,0.616667,49.6167
sainte croix sur buchy,1.35,49.5667
darnetal,1.15,49.45
saint gilles de cretot,0.65,49.5667
rebets,1.38333,49.5
neuf marche,1.71528,49.4237
roncherolles sur le vivier,1.18361,49.467
berville sur seine,0.9,49.4667
quincampoix,1.18333,49.5333
cailleville,0.733333,49.8333
ry,1.35,49.4833
clais,1.45,49.8
roumare,0.966667,49.5167
carville la folletiere,0.816667,49.5667
val de la haye,1,49.3833
cottevrard,1.21667,49.6333
arques la bataille,1.13333,49.8833
royville,0.95,49.7833
hautot l auvray,0.75,49.7667
flamets fretils,1.6,49.7333
massy,1.4,49.6833
marques,1.7,49.7833
anquetierville,0.633333,49.5333
contremoulins,0.433333,49.7333
villers sous foucarmont,1.56667,49.8333
criquiers,1.7,49.6833
ouville la riviere,0.966667,49.8667
harcanville,0.716667,49.7167
sahurs,0.933333,49.35
saint eustache la foret,0.466667,49.55
sainte marie au bosc,0.2,49.6667
etretat,0.2,49.7
saint aubin epinay,1.16667,49.4167
douvrend,1.31667,49.8667
la feuillie,1.51667,49.4667
compainville,1.56667,49.6667
gouy,1.15,49.35
le houlme,1.03333,49.5167
auberville la renault,0.366667,49.6833
anglesqueville l esneval,0.233333,49.6333
saint gilles de la neuville,0.383333,49.5667
beaussault,1.56667,49.6833
sainte austreberthe,0.966667,49.6
derchigny,1.21667,49.9333
mont de l if,0.816667,49.5833
fry,1.53333,49.5333
yvetot,0.766667,49.6167
haucourt,1.66667,49.6333
illois,1.65,49.75
quiberville,0.916667,49.9
grand couronne,1,49.35
ancourt,1.18333,49.9
mesnil mauger,1.51667,49.6667
bertreville saint ouen,1.05,49.8
fresles,1.35,49.75
mortemer,1.55,49.75
bremontier merval,1.61667,49.5
blosseville,0.8,49.85
la londe,0.966667,49.3
elbeuf en bray,1.65,49.4833
bretteville saint laurent,0.874722,49.7631
guerville,1.51667,49.9667
la bouille,0.933333,49.35
mannevillette,0.183333,49.6
thiouville,0.616667,49.7
le grand quevilly,1.03333,49.4167
villainville,0.25,49.65
bezancourt,1.63333,49.45
anceaumeville,1.05,49.5833
gueutteville les gres,0.755278,49.8395
imbleville,0.95,49.7167
eletot,0.45,49.7833
breaute,0.4,49.6333
bornambusc,0.35,49.6333
cauville sur mer,0.133333,49.6
houppeville,1.08333,49.5167
la rue saint pierre,1.25,49.5667
ectot les baons,0.8,49.65
freneuse,1.08333,49.3167
aubermesnil aux erables,1.56667,49.8256
bolleville,0.566667,49.6
le bois robert,1.15,49.8333
saumont la poterie,1.61667,49.5833
gruchet saint simeon,0.9,49.8167
sorquainville,0.55,49.7
elbeuf sur andelle,1.4,49.4667
doudeville,0.8,49.7167
crasville la mallet,0.716667,49.8
mauquenchy,1.46667,49.6
elbeuf,1,49.2833
boissay,1.3575,49.5195
belbeuf,1.15,49.4
avesnes en val,1.4,49.9167
les trois pierres,0.416667,49.55
quevillon,0.95,49.4167
saint martin en campagne,1.23333,49.95
beaurepaire,0.216667,49.6667
anneville ambourville,0.883333,49.4667
notre dame de bliquetuit,0.766667,49.5
servaville salmonville,1.26667,49.4833
mesnil raoul,1.26667,49.4
morville sur andelle,1.43333,49.4833
hodeng au bosc,1.71667,49.8667
ferrieres en bray,1.75,49.4833
guilmecourt,1.3,49.9667
penly,1.23333,49.9833
saint jean de la neuville,0.416667,49.5833
le mesnil reaume,1.45,49.9667
londinieres,1.4,49.8333
fontaine sous preaux,1.18333,49.4833
bois guillaume,1.13333,49.4667
cuverville sur yeres,1.4,49.9583
colleville,0.466667,49.75
intraville,1.28333,49.9333
longuerue,1.3,49.55
mentheville,0.416667,49.7
blainville crevon,1.3,49.5
saint aubin celloville,1.16667,49.3667
gancourt saint etienne,1.71667,49.55
saint leger du bourg denis,1.15,49.4333
la frenaye,0.575,49.525
nointot,0.483333,49.6
saint jean du cardonnay,1.01667,49.5
saint remy boscrocourt,1.4,50.0167
yquebeuf,1.25,49.6
blangy sur bresle,1.63333,49.9333
valmont,0.516667,49.7333
brunville,1.26667,49.9667
saint riquier en riviere,1.56667,49.8833
ambrumesnil,1,49.8667
barentin,0.95,49.55
denestanville,1.08333,49.8167
osmoy saint valery,1.31667,49.8
drosay,0.733333,49.8
les cent acres,1.15,49.7667
benesville,0.833333,49.75
le catelier,1.15,49.75
saint vaast dieppedalle,0.716667,49.75
ecretteville sur mer,0.483333,49.8
ouainville,0.583333,49.7833
lindebeuf,0.916667,49.7
heugleville sur scie,1.1,49.7333
yebleron,0.533333,49.6333
bordeaux saint clair,0.25,49.7
monchaux soreng,1.58333,49.95
ectot l auber,0.933333,49.65
sainte agathe d aliermont,1.31667,49.8333
hermeville,0.266667,49.6
le hanouard,0.666667,49.7333
pissy poville,1,49.5333
quievrecourt,1.41667,49.7333
la cerlangue,0.416667,49.5
rieux,1.58333,49.9333
harfleur,0.2,49.5
ingouville,0.683333,49.8333
saint crespin,1.11667,49.7833
greuville,0.916667,49.8167
nolleval,1.48333,49.5
canouville,0.6,49.8
fresne le plan,1.3,49.4167
envronville,0.666667,49.6667
amfreville la mi voie,1.11667,49.4
froberville,0.333333,49.7167
incheville,1.5,50.0167
rouvray catillon,1.48333,49.5667
auquemesnil,1.33333,49.95
maniquerville,0.333333,49.7
offranville,1.05,49.8667
amfreville les champs,0.816667,49.7
realcamp,1.63333,49.85
robertot,0.7,49.7167
torcy le grand,1.18333,49.8
dampierre en bray,1.65917,49.5317
menonval,1.5,49.7667
le trait,0.816667,49.4667
gerponville,0.566667,49.75
clasville,0.616667,49.8
millebosc,1.5,49.9667
saint vincent cramesnil,0.366667,49.5
vassonville,1.09278,49.6948
bosc edeline,1.43333,49.5667
maucomble,1.33333,49.6833
bois d ennebourg,1.25,49.4333
epreville,0.366667,49.7
beuzevillette,0.533333,49.5667
martin eglise,1.15,49.9
foucart,0.6,49.6167
croixdalle,1.36667,49.8167
saint mards,1.01667,49.7667
omonville,1.05,49.8
sandouville,0.316667,49.5
claville motteville,1.2,49.6
les grandes ventes,1.23333,49.7833
lammerville,0.983333,49.8
sommesnil,0.666667,49.7167
vittefleur,0.65,49.8167
la hallotiere,1.46667,49.5167
monchy sur eu,1.45,50
valliquerville,0.683333,49.6167
saint pierre lavis,0.633333,49.6667
tocqueville en caux,0.9,49.7833
freauville,1.41667,49.8333
cleres,1.11667,49.6
betteville,0.8,49.55
le fosse,1.56667,49.6
isneauville,1.15,49.5
saint georges sur fontaine,1.18333,49.55
etoutteville,0.783333,49.6667
heuqueville,0.148889,49.6156
fresquiennes,1.00472,49.5637
vattetot sous beaumont,0.45,49.6333
bertreville,0.583333,49.7667
saane saint just,0.933333,49.7667
cropus,1.15,49.7333
saint paer,0.883333,49.5167
la folletiere,0.8,49.5667
la vaupaliere,1.01667,49.4833
saint saire,1.5,49.7
bois himont,0.7,49.5833
autretot,0.733333,49.65
bois l eveque,1.26667,49.45
autigny,0.866667,49.8
montville,1.07556,49.5464
bazinval,1.55,49.9667
cideville,0.9,49.6167
saint quentin au bosc,1.33333,49.9333
bosc guerard saint adrien,1.11667,49.55
crasville la rocquefort,0.866667,49.8
envermeu,1.26667,49.9
saint etienne du rouvray,1.1,49.3833
heurteauville,0.816667,49.45
thiergeville,0.516667,49.7167
etainhus,0.316667,49.5667
saint martin du bec,0.2,49.6
ermenouville,0.783333,49.8
manehouville,1.08333,49.8333
vatierville,1.5,49.7833
luneray,0.916667,49.8333
saint germain sous cailly,1.21667,49.5833
saint pierre benouville,0.966667,49.75
criquetot sur longueville,1.08333,49.7833
gruchet le valasse,0.483333,49.55
saint aubin le cauf,1.18333,49.8667
lintot les bois,1.06667,49.8
mesnil panneville,0.9,49.5833
anneville sur scie,1.08333,49.8333
saint michel d halescourt,1.66667,49.6084
alvimare,0.633333,49.6
la chapelle sur dun,0.85,49.8667
deville les rouen,1.03333,49.4667
malaunay,1.03333,49.5333
bailleul neuville,1.41667,49.8
forges les eaux,1.55,49.6167
roncherolles en bray,1.46667,49.6167
maromme,1.03333,49.4667
saint nicolas d aliermont,1.21667,49.8833
saint andre sur cailly,1.21667,49.55
saint romain de colbosc,0.366667,49.5333
bosc bordel,1.41667,49.6
gueures,0.966667,49.8333
saint maurice d etelan,0.616667,49.4667
bec de mortagne,0.45,49.7
cuy saint fiacre,1.7,49.5167
saint arnoult,0.666667,49.5333
villers ecalles,0.916667,49.5333
benarville,0.5,49.6667
argueil,1.51667,49.5333
sainte foy,1.13333,49.8
hugleville en caux,0.983333,49.6333
dancourt,1.55,49.9
saint martin du vivier,1.16667,49.4667
saint jean de folleville,0.5,49.5167
notre dame de gravenchon,0.583333,49.4833
varneville bretteville,1.05,49.65
saint laurent en caux,0.883333,49.75
saint martin aux buneaux,0.55,49.8333
berville,0.833333,49.7167
auzouville l esneval,0.883333,49.6333
molagnies,1.7225,49.5203
bretteville du grand caux,0.392778,49.6645
la chaussee,1.11667,49.8333
bosc berenger,1.25,49.6333
lestanville,0.966667,49.75
bosc le hard,1.18333,49.6333
franqueville saint pierre,1.18,49.4012
avesnes en bray,1.66667,49.4667
ponts et marais,1.45,50.05
parc d anxtot,0.383333,49.5833
therouldeville,0.516667,49.7667
saint nicolas de bliquetuit,0.733333,49.5167
la chapelle saint ouen,1.43445,49.5353
le mesnil sous jumieges,0.866667,49.4167
saint hellier,1.18333,49.7333
bertheauville,0.65,49.85
bermonville,0.633333,49.6333
toussaint,0.433333,49.7333
triquerville,0.633333,49.5
auzebosc,0.733333,49.6
epretot,0.316667,49.5333
etalondes,1.38333,50.0333
sainte marie des champs,0.783333,49.6167
caudebec en caux,0.733333,49.5333
notre dame de bondeville,1.05,49.4833
saint nicolas de la taille,0.466667,49.5167
bailly en riviere,1.35,49.9167
sainte colombe,0.766667,49.8
montmain,1.25,49.4167
hautot saint sulpice,0.75,49.6833
grainville sur ry,1.3,49.4833
bihorel,1.11667,49.4667
maulevrier sainte gertrude,0.720556,49.5548
saint pierre de manneville,0.933333,49.4
saint jacques sur darnetal,1.2,49.4333
montreuil en caux,1.15,49.6833
yville sur seine,0.883333,49.4
saint wandrille rancon,0.766667,49.5333
biville sur mer,1.26667,49.9833
la chapelle du bourgay,1.15,49.8167
pommereval,1.31667,49.7333
rouen,1.08333,49.4333
boos,1.2,49.3833
tourville sur arques,1.1,49.85
saint victor l abbaye,1.11667,49.6667
rolleville,0.216667,49.5833
veauville les baons,0.766667,49.65
saint germain sur eaulne,1.51667,49.7667
vibeuf,0.9,49.7
allouville bellefosse,0.683333,49.6
saint clair sur les monts,0.8,49.6
freville,0.833333,49.5667
saint martin le gaillard,1.36667,49.9833
gonneville sur scie,1.08333,49.75
sainte marguerite sur fauville,0.6,49.6667
blacqueville,0.866667,49.5667
neville,0.716667,49.8167
epinay sur duclair,0.85,49.5333
ganzeville,0.416667,49.7333
ymare,1.18333,49.35
saint aubin de cretot,0.633333,49.5667
sept meules,1.41667,49.95
saint denis d aclon,0.95,49.8667
sotteville sous le val,1.13333,49.3167
saint saens,1.28333,49.6667
veules les roses,0.8,49.8667
saint martin osmonville,1.29945,49.6395
theuville aux maillots,0.55,49.7667
gonneville la mallet,0.216667,49.6333
vattetot sur mer,0.283333,49.7333
saint nicolas de la haie,0.616667,49.55
le bourg dun,0.9,49.8667
baons le comte,0.783333,49.65
rainfreville,0.933333,49.7833
aumale,1.75,49.7667
doudeauville,1.70472,49.5725
bosc mesnil,1.35,49.6667
saint denis le thiboult,1.36667,49.4667
emanville,0.966667,49.6167
criquetot le mauconduit,0.566667,49.8
bertrimont,1,49.6667
nesle hodeng,1.5,49.7
grainville ymauville,0.416667,49.6667
limpiville,0.5,49.6833
le thil riberpre,1.58333,49.65
gonfreville caillot,0.433333,49.65
carville pot de fer,0.716667,49.7167
vergetot,0.283333,49.6167
la vieux rue,1.25,49.5
sigy en bray,1.5,49.55
sauqueville,1.06667,49.85
catenay,1.33333,49.5167
auberville la campagne,0.6,49.5333
bacqueville en caux,1,49.7833
grandcourt,1.5,49.9167
la crique,1.2,49.6833
la ferte saint samson,1.53333,49.5833
biville la baignarde,1.05,49.7167
pommereux,1.61667,49.6
monterolier,1.35,49.6333
jumieges,0.816667,49.4333
saint maclou la briere,0.466667,49.65
totes,1.05,49.6833
limesy,0.933333,49.6167
ricarville,0.6,49.6333
greges,1.15,49.9167
saint vigor d ymonville,0.366667,49.5
boudeville,0.883333,49.7167
manneville la goupil,0.35,49.6167
tocqueville les murs,0.5,49.6667
bosc roger sur buchy,1.36667,49.5833
anveville,0.733333,49.7
saint martin aux arbres,0.883333,49.65
fontaine le dun,0.85,49.8167
heronchelles,1.38333,49.5333
longmesnil,1.61667,49.6167
vatteville la rue,0.684722,49.4903
bully,1.36667,49.7333
bois guilbert,1.41667,49.55
saint pierre en val,1.45,50.0167
tocqueville sur eu,1.28333,50
nesle normandeuse,1.66667,49.9167
mont saint aignan,1.08333,49.4667
melleville,1.46667,49.95
belleville sur mer,1.16667,49.95
paluel,0.633333,49.8333
manneville es plains,0.75,49.85
val de saane,0.964444,49.7045
brachy,0.95,49.8167
serqueux,1.55,49.6333
lamberville,1,49.7667
frichemesnil,1.13333,49.6167
bonsecours,1.13333,49.4333
yerville,0.9,49.6667
gouchaupre,1.3,49.9333
dieppe,1.08333,49.9333
meulers,1.21667,49.85
orival,0.983333,49.3
sassetot le mauconduit,0.528333,49.8037
estouteville ecalles,1.31667,49.5833
saint jacques d aliermont,1.26667,49.85
ernemont sur buchy,1.36667,49.5333
montivilliers,0.2,49.55
fontaine la mallet,0.15,49.5333
la poterie cap d antifer,0.183333,49.6667
la haye,1.44139,49.4659
villy sur yeres,1.45,49.9333
sotteville les rouen,1.1,49.4167
croix mare,0.85,49.6
les authieux sur le port saint ouen,1.13361,49.3403
sasseville,0.683333,49.7833
ypreville biville,0.533333,49.7
sainte helene bondeville,0.466667,49.7667
sierville,1.03333,49.5833
ecalles alix,0.833333,49.6167
crosville sur scie,1.08333,49.8167
angerville la martel,0.5,49.7667
bourville,0.816667,49.8
vieux rouen sur bresle,1.71667,49.8333
morienne,1.71667,49.7833
graimbouville,0.333333,49.5833
petit couronne,1.0275,49.3856
saint ouen le mauger,0.966667,49.7667
saint denis sur scie,1.1,49.7167
neuville ferrieres,1.46667,49.7167
la fontelaye,0.95,49.6833
le torp mesnil,0.9,49.7167
criquetot sur ouville,0.85,49.6833
esteville,1.23333,49.6
routes,0.75,49.7333
ricarville du val,1.28333,49.8167
ancretieville saint victor,0.971667,49.6534
dampierre saint nicolas,1.2,49.8667
mauny,0.883333,49.3833
grand camp,0.591667,49.5583
mont cauvaire,1.11667,49.5667
authieux ratieville,1.15,49.6
pavilly,0.966667,49.5667
butot,1.03333,49.6167
mesangueville,1.56667,49.55
epouville,0.216667,49.5667
preaux,1.21667,49.4833
flocques,1.36667,50.0333
le mesnil lieubray,1.51667,49.5
pierreval,1.25,49.55
oudalle,0.3,49.5
saint vaast du val,1.01667,49.6833
saint aubin les elbeuf,1.01667,49.3
sassetot le malgarde,0.9,49.7667
baromesnil,1.41667,49.9833
thietreville,0.516667,49.7167
les ifs,1.4,49.8833
cressy,1.16667,49.7167
puisenval,1.46667,49.8833
la belliere,1.6,49.6
la mailleraye sur seine,0.766667,49.4833
saint germain des essourts,1.31667,49.5333
caudebec les elbeuf,1.03333,49.2833
saint aubin sur mer,0.883333,49.8833
grainville la teinturiere,0.65,49.75
longroy,1.53333,49.9833
sainte genevieve,1.43445,49.6537
gueutteville,1,49.65
canville les deux eglises,0.833333,49.7667
neufchatel en bray,1.45,49.7333
bernieres,0.483333,49.6167
auppegard,1.03333,49.8333
ellecourt,1.71667,49.8
henouville,0.966667,49.4833
saint pierre des jonquieres,1.45,49.85
le mesnil durdent,0.766667,49.8167
longueville sur scie,1.1,49.8
colmesnil manneville,1.03333,49.85
hermanville,0.983333,49.8167
martigny,1.15,49.8667
lillebonne,0.55,49.5167
wanchy capval,1.36667,49.85
sevis,1.16667,49.7
saint valery en caux,0.733333,49.8667
saint vaast d equiqueville,1.26667,49.8167
smermesnil,1.48333,49.8333
saint ouen du breuil,1.01667,49.6333
vinnemerville,0.533333,49.8
tourville la riviere,1.1,49.3333
fesques,1.48333,49.7833
sainte adresse,0.083333,49.5
bennetot,0.55,49.6667
raffetot,0.516667,49.6
bracquetuit,1.16667,49.6667
critot,1.25,49.6167
yvecrique,0.816667,49.6833
le mesnil esnard,1.15,49.4167
beaumont le hareng,1.21667,49.6667
montroty,1.66639,49.4395
hautot le vatois,0.683333,49.65
moulineaux,0.966667,49.35
beuzeville la grenier,0.433333,49.6
la neuville chant d oisel,1.24306,49.3678
veulettes sur mer,0.6,49.85
heberville,0.8,49.7667
trouville,0.600556,49.5739
criquebeuf en caux,0.333333,49.7333
saint aignan sur ry,1.35,49.5
fecamp,0.366667,49.75
notre dame d aliermont,1.28333,49.85
saint martin au bosc,1.66667,49.8333
retonval,1.6,49.8167
thil manneville,0.983333,49.8333
saint pierre le viger,0.85,49.8167
gonfreville l orcher,0.233333,49.5
rouxmesnil bouteilles,1.08333,49.9
baillolet,1.43333,49.8
canteleu,1.03333,49.45
ardouval,1.26667,49.75
gonzeville,0.816667,49.7667
ancretteville sur mer,0.516667,49.7833
yport,0.316667,49.7333
belleville en caux,0.983333,49.7
graval,1.55,49.7333
cuverville,0.2625,49.6637
senneville sur fecamp,0.416667,49.7667
fongueusemare,0.3,49.6833
venestanville,0.9,49.8
saint jouin bruneval,0.166667,49.65
ronchois,1.63333,49.7167
ecrainville,0.333333,49.65
auzouville sur ry,1.31667,49.4333
hodeng hodenger,1.56667,49.5333
ecretteville les baons,0.666667,49.6333
rogerville,0.266667,49.5
beauval en caux,1.01861,49.7445
bosc hyons,1.66667,49.45
bosville,0.683333,49.75
gainneville,0.25,49.5167
grumesnil,1.68333,49.6167
la trinite du mont,0.55,49.55
hautot sur seine,0.983333,49.3667
touffreville la cable,0.616667,49.5167
daubeuf serville,0.483333,49.7
la remuee,0.4,49.5333
montigny,1,49.4667
touffreville la corbeline,0.766667,49.5833
cany barville,0.633333,49.7833
lucy,1.45,49.7833
saint pierre en port,0.483333,49.8
saint sauveur d emalleville,0.3,49.6
saint sylvain,0.666667,49.85
grigneuseville,1.18333,49.65
sommery,1.43333,49.6333
etalleville,0.833333,49.7333
brametot,0.866667,49.7833
goupillieres,0.983333,49.5833
bolbec,0.483333,49.5667
fauville en caux,0.583333,49.65
turretot,0.233333,49.6167
saint antoine la foret,0.466667,49.5333
saint pierre le vieux,0.866667,49.85
reuville,0.866667,49.75
hattenville,0.533333,49.65
saint leonard,0.366667,49.75
les loges,0.283333,49.7
gaillefontaine,1.61667,49.65
beauvoir en lyons,1.58333,49.5
butot venesville,0.588056,49.8145
le bocasse,1.08222,49.6059
mesnil follemprise,1.3,49.7833
bellengreville,1.21667,49.9
martainville epreville,1.28333,49.4667
le havre,0.133333,49.5
croisy sur andelle,1.39667,49.4606
benouville,0.25,49.7167
yainville,0.833333,49.45
cleuville,0.633333,49.7167
beaubec la rosiere,1.53333,49.65
muchedent,1.18333,49.7667
mathonville,1.38333,49.6167
hericourt en caux,0.7,49.7
criquetot l esneval,0.266667,49.65
auberville la manuel,0.583333,49.8333
conteville,1.63417,49.6945
pierrecourt,1.66667,49.9
riville,0.566667,49.7333
motteville,0.85,49.6333
fresnay le long,1.1,49.65
houdetot,0.8,49.8167
auzouville sur saane,0.933333,49.75
jouy le chatel,3.13333,48.6667
lesches,2.78333,48.9
saint germain sous doue,3.15,48.85
juilly,2.71667,49.0167
les chapelles bourbon,2.83333,48.7333
marcilly,2.88333,49.0333
guerard,2.96667,48.8167
bassevelle,3.28333,48.9333
champcenest,3.28333,48.6667
germigny l eveque,2.95,49
conches sur gondoire,2.71806,48.8556
dammartin sur tigeaux,2.93333,48.8167
montdauphin,3.43333,48.85
annet sur marne,2.71667,48.9167
emerainville,2.61667,48.8167
aufferville,2.61667,48.2167
nangis,3,48.55
chauffry,3.18333,48.8167
limoges fourches,2.66667,48.6167
noisy sur ecole,2.5,48.3667
isles les meldeuses,3.01667,49
varreddes,2.93333,49
vendrest,3.1,49.05
darvault,2.73333,48.2667
saint leger,3.25,48.8333
mary sur marne,3.03333,49.0167
jaignes,3.05,49
avon,2.71667,48.4
carnetin,2.71667,48.9
aubepierre ozouer le repos,2.88695,48.6314
la chapelle gauthier,2.9,48.55
paley,2.85,48.2333
saint germain laxis,2.7,48.5833
sept sorts,3.1,48.9333
la celle sur morin,2.96667,48.8167
gouaix,3.28333,48.4833
la haute maison,3,48.8833
chauconin neufmontiers,2.83917,48.9759
pontcarre,2.7,48.8
ocquerre,3.06667,49.0333
touquin,3.01667,48.7333
mauregard,2.58333,49.0333
fay les nemours,2.66667,48.2333
beaumont du gatinais,2.47695,48.1381
chalifert,2.76667,48.8833
obsonville,2.56667,48.2167
montceaux les provins,3.43333,48.6833
nanteuil les meaux,2.9,48.9333
blennes,3.01667,48.25
montceaux les meaux,2.98333,48.95
tigeaux,2.91667,48.8333
noisy rudignon,2.93333,48.3333
pommeuse,3.01667,48.8167
voulx,2.96667,48.2833
beton bazoches,3.25,48.7
saint germain laval,3,48.4
coutevroult,2.85,48.8667
chatenoy,2.63333,48.2333
la chapelle moutils,3.39223,48.7748
la tretoire,3.25,48.8833
grez sur loing,2.7,48.3167
doue,3.15,48.8667
cely,2.53167,48.4592
magny le hongre,2.81667,48.8667
chevry en sereine,2.95,48.25
lieusaint,2.55,48.6333
gretz armainvilliers,2.73333,48.7333
la genevraye,2.75,48.3167
armentieres en brie,3.01667,48.9833
meigneux,3.1,48.5167
maincy,2.7,48.55
trilport,2.95,48.95
cocherel,3.1,49.0167
beauvoir,2.86667,48.6333
vignely,2.81667,48.9333
dhuisy,3.16667,49.0333
perthes,2.555,48.4775
chambry,2.9,49
vernou la celle sur seine,2.84639,48.3878
saint thibault des vignes,2.68333,48.8667
sammeron,3.08333,48.95
voinsles,3,48.6833
paroy,3.2,48.4833
saint hilliers,3.26667,48.6167
gravon,3.11667,48.4
mortery,3.25,48.6
villemer,2.83333,48.3
quincy voisins,2.88333,48.9
coulommes,2.93333,48.9
chevry cossigny,2.66667,48.7167
le mesnil amelot,2.6,49.0167
montry,2.83333,48.8833
chatenay sur seine,3.1,48.4167
augers en brie,3.35,48.6833
jaulnes,3.26667,48.4167
congis sur therouanne,2.97528,49.007
saint sauveur les bray,3.2,48.4333
saint ange le viel,2.90111,48.2656
thenisy,3.18333,48.4833
larchant,2.6,48.2833
fontaine le port,2.76667,48.4833
forfry,2.85,49.05
montenils,3.48333,48.85
oissery,2.81667,49.0667
les ecrennes,2.85,48.5
moissy cramayel,2.6,48.6167
poligny,2.75,48.2167
vert saint denis,2.61667,48.5667
courtacon,3.28333,48.7
amponville,2.53333,48.2833
gouvernes,2.7,48.8667
jouy sur morin,3.26667,48.8
nanteau sur lunain,2.81667,48.25
chenou,2.65,48.1667
crisenoy,2.75,48.6
servon,2.58333,48.7167
guermantes,2.7,48.85
champeaux,2.8,48.5833
lorrez le bocage preaux,2.90084,48.237
soisy bouy,3.3,48.5167
remauville,2.81667,48.2167
longueville,3.25,48.5167
jutigny,3.23333,48.5
saint mammes,2.81667,48.3833
